id,gene_id,transcript_type,Class,prob
ENST00000551994.3,ENSG00000028203.15,nonsense_mediated_decay,nonsense_mediated_decay,0.11290264090827
ENST00000568805.3,ENSG00000196678.11,nonsense_mediated_decay,nonsense_mediated_decay,0.762054658129722
ENST00000491957.3,ENSG00000112062.8,nonsense_mediated_decay,nonsense_mediated_decay,0.980815953107636
ENST00000504187.3,ENSG00000174227.13,nonsense_mediated_decay,nonsense_mediated_decay,0.810397538620478
ENST00000433271.4,ENSG00000106609.14,nonsense_mediated_decay,nonsense_mediated_decay,0.941146958650563
ENST00000465753.1,ENSG00000088448.12,nonsense_mediated_decay,nonsense_mediated_decay,0.907855335447165
ENST00000372314.3,ENSG00000126878.10,nonsense_mediated_decay,nonsense_mediated_decay,0.753659073705847
ENST00000416591.3,ENSG00000142330.17,nonsense_mediated_decay,nonsense_mediated_decay,0.98130786855117
ENST00000522556.1,ENSG00000113240.10,nonsense_mediated_decay,nonsense_mediated_decay,0.91106153532323
ENST00000455050.2,ENSG00000124155.14,nonsense_mediated_decay,nonsense_mediated_decay,0.691122097366801
ENST00000550797.1,ENSG00000167550.8,nonsense_mediated_decay,nonsense_mediated_decay,0.703709998338345
ENST00000532881.3,ENSG00000172830.10,nonsense_mediated_decay,nonsense_mediated_decay,0.874046121500199
ENST00000448302.1,ENSG00000114388.10,nonsense_mediated_decay,nonsense_mediated_decay,0.7184752779825
ENST00000492095.3,ENSG00000157191.17,nonsense_mediated_decay,nonsense_mediated_decay,0.905512890402303
ENST00000565169.1,ENSG00000260234.3,nonsense_mediated_decay,nonsense_mediated_decay,0.54772164406408
ENST00000422503.4,ENSG00000168658.16,nonsense_mediated_decay,nonsense_mediated_decay,0.481461101184041
ENST00000451275.1,ENSG00000179909.13,nonsense_mediated_decay,nonsense_mediated_decay,0.921509852952256
ENST00000600408.1,ENSG00000104783.9,nonsense_mediated_decay,nonsense_mediated_decay,0.832785120048249
ENST00000532224.3,ENSG00000134242.13,nonsense_mediated_decay,nonsense_mediated_decay,0.744736268144617
ENST00000613412.1,ENSG00000270882.2,nonsense_mediated_decay,nonsense_mediated_decay,0.832942020959264
ENST00000488066.3,ENSG00000186431.16,nonsense_mediated_decay,nonsense_mediated_decay,0.862143974527241
ENST00000621217.2,ENSG00000125447.14,nonsense_mediated_decay,nonsense_mediated_decay,0.992192861114881
ENST00000528412.3,ENSG00000167646.11,nonsense_mediated_decay,nonsense_mediated_decay,0.496571894064449
ENST00000468231.3,ENSG00000002016.14,nonsense_mediated_decay,nonsense_mediated_decay,0.91332946944597
ENST00000494798.1,ENSG00000153283.10,nonsense_mediated_decay,nonsense_mediated_decay,0.797158109752126
ENST00000554764.3,ENSG00000166888.8,nonsense_mediated_decay,nonsense_mediated_decay,0.577033550639629
ENST00000397289.4,ENSG00000128284.17,nonsense_mediated_decay,nonsense_mediated_decay,0.302227764682634
ENST00000566774.1,ENSG00000103067.9,nonsense_mediated_decay,nonsense_mediated_decay,0.981562846066522
ENST00000575225.3,ENSG00000103226.15,nonsense_mediated_decay,nonsense_mediated_decay,0.627129377700129
ENST00000419227.3,ENSG00000075711.18,nonsense_mediated_decay,nonsense_mediated_decay,0.984603354420809
ENST00000502503.1,ENSG00000113391.14,nonsense_mediated_decay,nonsense_mediated_decay,0.958907534431072
ENST00000341041.6,ENSG00000153157.10,nonsense_mediated_decay,nonsense_mediated_decay,0.923746989503876
ENST00000509490.3,ENSG00000134853.9,nonsense_mediated_decay,nonsense_mediated_decay,0.967594214271619
ENST00000518227.1,ENSG00000265690.5,nonsense_mediated_decay,nonsense_mediated_decay,0.491297564810401
ENST00000518617.3,ENSG00000186335.6,nonsense_mediated_decay,nonsense_mediated_decay,0.891446330463352
ENST00000552787.3,ENSG00000135506.13,nonsense_mediated_decay,nonsense_mediated_decay,0.936684160113913
ENST00000389772.6,ENSG00000241484.7,nonsense_mediated_decay,nonsense_mediated_decay,0.929662820054372
ENST00000542244.3,ENSG00000013573.14,nonsense_mediated_decay,nonsense_mediated_decay,0.986053419277826
ENST00000530131.3,ENSG00000137710.12,nonsense_mediated_decay,nonsense_mediated_decay,0.384626137001382
ENST00000577509.3,ENSG00000161513.9,nonsense_mediated_decay,nonsense_mediated_decay,0.150137492876108
ENST00000269300.6,ENSG00000141506.11,nonsense_mediated_decay,nonsense_mediated_decay,0.872652774605595
ENST00000310862.9,ENSG00000174032.14,nonsense_mediated_decay,nonsense_mediated_decay,0.825495723522861
ENST00000518399.3,ENSG00000080823.19,nonsense_mediated_decay,nonsense_mediated_decay,0.638068684165265
ENST00000494538.4,ENSG00000215126.8,nonsense_mediated_decay,nonsense_mediated_decay,0.983322916750705
ENST00000344825.8,ENSG00000134539.14,nonsense_mediated_decay,nonsense_mediated_decay,0.753721174131613
ENST00000511880.5,ENSG00000156194.15,nonsense_mediated_decay,nonsense_mediated_decay,0.98989340137469
ENST00000367361.4,ENSG00000203722.5,nonsense_mediated_decay,nonsense_mediated_decay,0.906563341771284
ENST00000486138.1,ENSG00000171735.16,nonsense_mediated_decay,nonsense_mediated_decay,0.213139707971012
ENST00000524810.3,ENSG00000110717.8,nonsense_mediated_decay,nonsense_mediated_decay,0.671445220365409
ENST00000555116.3,ENSG00000182199.8,nonsense_mediated_decay,nonsense_mediated_decay,0.455737681770834
ENST00000477024.3,ENSG00000157445.12,nonsense_mediated_decay,nonsense_mediated_decay,0.934148383646106
ENST00000466684.3,ENSG00000028310.15,nonsense_mediated_decay,nonsense_mediated_decay,0.991430868434966
ENST00000486047.3,ENSG00000106686.14,nonsense_mediated_decay,nonsense_mediated_decay,0.994899436182048
ENST00000518189.3,ENSG00000198624.10,nonsense_mediated_decay,nonsense_mediated_decay,0.834359119187655
ENST00000495659.4,ENSG00000204852.13,nonsense_mediated_decay,nonsense_mediated_decay,0.354554679353416
ENST00000591639.3,ENSG00000081665.11,nonsense_mediated_decay,nonsense_mediated_decay,0.903068040024665
ENST00000565890.1,ENSG00000167523.11,nonsense_mediated_decay,nonsense_mediated_decay,0.833668378397421
ENST00000565713.3,ENSG00000102901.10,nonsense_mediated_decay,nonsense_mediated_decay,0.774254123812096
ENST00000524588.3,ENSG00000118513.16,nonsense_mediated_decay,nonsense_mediated_decay,0.533644670971232
ENST00000533639.3,ENSG00000140798.13,nonsense_mediated_decay,nonsense_mediated_decay,0.940645386415065
ENST00000574692.3,ENSG00000183747.9,nonsense_mediated_decay,nonsense_mediated_decay,0.979318940642627
ENST00000537540.1,ENSG00000167778.6,nonsense_mediated_decay,nonsense_mediated_decay,0.97631916389123
ENST00000463717.3,ENSG00000137878.14,nonsense_mediated_decay,nonsense_mediated_decay,0.924337169610842
ENST00000534183.3,ENSG00000162174.10,nonsense_mediated_decay,nonsense_mediated_decay,0.703508877020816
ENST00000509023.3,ENSG00000064692.16,nonsense_mediated_decay,nonsense_mediated_decay,0.0960690983343362
ENST00000470531.3,ENSG00000170004.14,nonsense_mediated_decay,nonsense_mediated_decay,0.440985556392064
ENST00000618511.2,ENSG00000278023.2,nonsense_mediated_decay,nonsense_mediated_decay,0.92000930877336
ENST00000538354.3,ENSG00000078246.13,nonsense_mediated_decay,nonsense_mediated_decay,0.899683546549706
ENST00000601717.3,ENSG00000104951.13,nonsense_mediated_decay,nonsense_mediated_decay,0.667452519500041
ENST00000573253.3,ENSG00000141127.12,nonsense_mediated_decay,nonsense_mediated_decay,0.710615413991252
ENST00000420940.4,ENSG00000114742.11,nonsense_mediated_decay,nonsense_mediated_decay,0.90692562570182
ENST00000437645.3,ENSG00000183317.14,nonsense_mediated_decay,nonsense_mediated_decay,0.995692678338187
ENST00000464720.3,ENSG00000186501.12,nonsense_mediated_decay,nonsense_mediated_decay,0.676596459108454
ENST00000410083.4,ENSG00000126218.9,nonsense_mediated_decay,nonsense_mediated_decay,0.981177259578415
ENST00000582229.1,ENSG00000154040.18,nonsense_mediated_decay,nonsense_mediated_decay,0.836619960581894
ENST00000542375.3,ENSG00000167104.9,nonsense_mediated_decay,nonsense_mediated_decay,0.828389010021138
ENST00000419378.3,ENSG00000205581.8,nonsense_mediated_decay,nonsense_mediated_decay,0.841633476507458
ENST00000586244.1,ENSG00000108479.9,nonsense_mediated_decay,nonsense_mediated_decay,0.646013941942851
ENST00000524426.3,ENSG00000151498.9,nonsense_mediated_decay,nonsense_mediated_decay,0.949927066198609
ENST00000553709.3,ENSG00000165801.7,nonsense_mediated_decay,nonsense_mediated_decay,0.785369634609911
ENST00000585059.3,ENSG00000139998.12,nonsense_mediated_decay,nonsense_mediated_decay,0.639831501835792
ENST00000367677.3,ENSG00000120333.4,nonsense_mediated_decay,nonsense_mediated_decay,0.211058258090001
ENST00000410106.3,ENSG00000115459.15,nonsense_mediated_decay,nonsense_mediated_decay,0.980791174166799
ENST00000504959.3,ENSG00000109762.13,nonsense_mediated_decay,nonsense_mediated_decay,0.776674803642049
ENST00000527098.3,ENSG00000127054.16,nonsense_mediated_decay,nonsense_mediated_decay,0.48391213397515
ENST00000488497.5,ENSG00000163714.15,nonsense_mediated_decay,nonsense_mediated_decay,0.955218059237838
ENST00000602459.3,ENSG00000267228.4,nonsense_mediated_decay,nonsense_mediated_decay,0.212010312522287
ENST00000449209.1,ENSG00000150551.10,nonsense_mediated_decay,nonsense_mediated_decay,0.955774886951382
ENST00000438526.2,ENSG00000204165.5,nonsense_mediated_decay,nonsense_mediated_decay,0.767084120717936
ENST00000482061.4,ENSG00000174928.13,nonsense_mediated_decay,nonsense_mediated_decay,0.394271234921311
ENST00000557217.3,ENSG00000092020.8,nonsense_mediated_decay,nonsense_mediated_decay,0.656233701304786
ENST00000533637.3,ENSG00000166900.12,nonsense_mediated_decay,nonsense_mediated_decay,0.876339487261956
ENST00000409285.4,ENSG00000100987.12,nonsense_mediated_decay,nonsense_mediated_decay,0.88720191529977
ENST00000530735.3,ENSG00000168070.9,nonsense_mediated_decay,nonsense_mediated_decay,0.748297717814953
ENST00000487065.3,ENSG00000118007.10,nonsense_mediated_decay,nonsense_mediated_decay,0.861873387524759
ENST00000448461.3,ENSG00000164048.11,nonsense_mediated_decay,nonsense_mediated_decay,0.68233984259613
ENST00000531884.1,ENSG00000135643.4,nonsense_mediated_decay,nonsense_mediated_decay,0.845281964827314
ENST00000521424.1,ENSG00000170234.10,nonsense_mediated_decay,nonsense_mediated_decay,0.71393214318261
ENST00000587419.3,ENSG00000175322.9,nonsense_mediated_decay,nonsense_mediated_decay,0.782217900629832
ENST00000359088.7,ENSG00000070526.12,nonsense_mediated_decay,nonsense_mediated_decay,0.873547613497185
ENST00000547065.1,ENSG00000111424.8,nonsense_mediated_decay,nonsense_mediated_decay,0.600980174034523
ENST00000531813.3,ENSG00000075239.11,nonsense_mediated_decay,nonsense_mediated_decay,0.42346801037359
ENST00000479522.3,ENSG00000026103.17,nonsense_mediated_decay,nonsense_mediated_decay,0.784896409909547
ENST00000611150.1,ENSG00000248333.5,nonsense_mediated_decay,nonsense_mediated_decay,0.899276617482792
ENST00000563590.2,ENSG00000260220.3,nonsense_mediated_decay,nonsense_mediated_decay,0.84787321776129
ENST00000477308.3,ENSG00000168297.13,nonsense_mediated_decay,nonsense_mediated_decay,0.808232832351992
ENST00000531512.3,ENSG00000137573.11,nonsense_mediated_decay,nonsense_mediated_decay,0.481792962009378
ENST00000485421.1,ENSG00000196428.10,nonsense_mediated_decay,nonsense_mediated_decay,0.743768778038148
ENST00000542333.3,ENSG00000187555.12,nonsense_mediated_decay,nonsense_mediated_decay,0.976789157656156
ENST00000440610.3,ENSG00000114988.9,nonsense_mediated_decay,nonsense_mediated_decay,0.539163418042678
ENST00000477053.3,ENSG00000134490.11,nonsense_mediated_decay,nonsense_mediated_decay,0.990426471675758
ENST00000418762.3,ENSG00000187123.12,nonsense_mediated_decay,nonsense_mediated_decay,0.860459180122233
ENST00000547269.1,ENSG00000075188.6,nonsense_mediated_decay,nonsense_mediated_decay,0.15186535685348
ENST00000607742.3,ENSG00000122335.11,nonsense_mediated_decay,nonsense_mediated_decay,0.936111033189999
ENST00000529343.3,ENSG00000086991.10,nonsense_mediated_decay,nonsense_mediated_decay,0.962006061339983
ENST00000448770.3,ENSG00000125630.13,nonsense_mediated_decay,nonsense_mediated_decay,0.446628695125407
ENST00000595343.3,ENSG00000105650.19,nonsense_mediated_decay,nonsense_mediated_decay,0.825235693243687
ENST00000464525.3,ENSG00000168255.16,nonsense_mediated_decay,nonsense_mediated_decay,0.913236953864484
ENST00000544755.1,ENSG00000071994.8,nonsense_mediated_decay,nonsense_mediated_decay,0.226871331119583
ENST00000522483.2,ENSG00000161277.10,nonsense_mediated_decay,nonsense_mediated_decay,0.393303144096249
ENST00000475652.3,ENSG00000126653.13,nonsense_mediated_decay,nonsense_mediated_decay,0.359183718564388
ENST00000455198.3,ENSG00000169016.14,nonsense_mediated_decay,nonsense_mediated_decay,0.586597875387016
ENST00000489170.3,ENSG00000160055.17,nonsense_mediated_decay,nonsense_mediated_decay,0.949275120496841
ENST00000263812.6,ENSG00000115840.11,nonsense_mediated_decay,nonsense_mediated_decay,0.247504108621608
ENST00000358678.5,ENSG00000198015.10,nonsense_mediated_decay,nonsense_mediated_decay,0.975357911827132
ENST00000593325.3,ENSG00000167748.8,nonsense_mediated_decay,nonsense_mediated_decay,0.965223321844109
ENST00000445633.3,ENSG00000114268.9,nonsense_mediated_decay,nonsense_mediated_decay,0.666382797172825
ENST00000463721.3,ENSG00000114786.13,nonsense_mediated_decay,nonsense_mediated_decay,0.415696757888611
ENST00000446230.4,ENSG00000134627.9,nonsense_mediated_decay,nonsense_mediated_decay,0.970352371933233
ENST00000438530.3,ENSG00000033867.14,nonsense_mediated_decay,nonsense_mediated_decay,0.976535768573067
ENST00000590947.3,ENSG00000267426.3,nonsense_mediated_decay,nonsense_mediated_decay,0.952002108209486
ENST00000510042.3,ENSG00000145439.9,nonsense_mediated_decay,nonsense_mediated_decay,0.984984383080665
ENST00000587296.1,ENSG00000132004.10,nonsense_mediated_decay,nonsense_mediated_decay,0.988949986937322
ENST00000526707.3,ENSG00000184014.5,nonsense_mediated_decay,nonsense_mediated_decay,0.893777329204097
ENST00000268758.11,ENSG00000087111.18,nonsense_mediated_decay,nonsense_mediated_decay,0.0637595304918592
ENST00000447118.3,ENSG00000101443.15,nonsense_mediated_decay,nonsense_mediated_decay,0.982916407462957
ENST00000585311.3,ENSG00000125434.8,nonsense_mediated_decay,nonsense_mediated_decay,0.983789453366445
ENST00000554611.3,ENSG00000036530.6,nonsense_mediated_decay,nonsense_mediated_decay,0.198930932630079
ENST00000429411.3,ENSG00000100099.18,nonsense_mediated_decay,nonsense_mediated_decay,0.319273292365221
ENST00000522894.3,ENSG00000155100.8,nonsense_mediated_decay,nonsense_mediated_decay,0.829817074595776
ENST00000421674.3,ENSG00000171877.17,nonsense_mediated_decay,nonsense_mediated_decay,0.870354840132108
ENST00000378012.3,ENSG00000204936.7,nonsense_mediated_decay,nonsense_mediated_decay,0.867441741856951
ENST00000489442.3,ENSG00000151882.9,nonsense_mediated_decay,nonsense_mediated_decay,0.923279897025969
ENST00000368815.4,ENSG00000107938.15,nonsense_mediated_decay,nonsense_mediated_decay,0.959861796082991
ENST00000573062.3,ENSG00000141258.10,nonsense_mediated_decay,nonsense_mediated_decay,0.986448403976807
ENST00000525396.3,ENSG00000149554.10,nonsense_mediated_decay,nonsense_mediated_decay,0.614129216429395
ENST00000603906.1,ENSG00000147144.10,nonsense_mediated_decay,nonsense_mediated_decay,0.292312381556562
ENST00000546891.3,ENSG00000062485.16,nonsense_mediated_decay,nonsense_mediated_decay,0.979668828045289
ENST00000525477.3,ENSG00000118513.16,nonsense_mediated_decay,nonsense_mediated_decay,0.940980107777871
ENST00000513978.3,ENSG00000155324.7,nonsense_mediated_decay,nonsense_mediated_decay,0.258375727084151
ENST00000296479.7,ENSG00000164082.12,nonsense_mediated_decay,nonsense_mediated_decay,0.921289156486012
ENST00000452576.4,ENSG00000146530.9,nonsense_mediated_decay,nonsense_mediated_decay,0.968482065401549
ENST00000538527.3,ENSG00000170054.12,nonsense_mediated_decay,nonsense_mediated_decay,0.179579043384998
ENST00000588171.3,ENSG00000089639.8,nonsense_mediated_decay,nonsense_mediated_decay,0.484138285481164
ENST00000461304.3,ENSG00000125875.11,nonsense_mediated_decay,nonsense_mediated_decay,0.926887086982373
ENST00000514886.1,ENSG00000164169.10,nonsense_mediated_decay,nonsense_mediated_decay,0.496216810532672
ENST00000571371.3,ENSG00000154975.11,nonsense_mediated_decay,nonsense_mediated_decay,0.178220989701742
ENST00000416006.5,ENSG00000102910.11,nonsense_mediated_decay,nonsense_mediated_decay,0.822938445133273
ENST00000517734.3,ENSG00000186204.12,nonsense_mediated_decay,nonsense_mediated_decay,0.977759052523026
ENST00000422659.3,ENSG00000184313.17,nonsense_mediated_decay,nonsense_mediated_decay,0.662088228897994
ENST00000542794.3,ENSG00000167985.4,nonsense_mediated_decay,nonsense_mediated_decay,0.650446680097431
ENST00000588169.3,ENSG00000087157.16,nonsense_mediated_decay,nonsense_mediated_decay,0.910775031492086
ENST00000432425.3,ENSG00000013441.13,nonsense_mediated_decay,nonsense_mediated_decay,0.894806036581993
ENST00000461883.3,ENSG00000146966.10,nonsense_mediated_decay,nonsense_mediated_decay,0.908837250563733
ENST00000534100.1,ENSG00000254445.1,nonsense_mediated_decay,nonsense_mediated_decay,0.615093801436373
ENST00000456458.3,ENSG00000122643.16,nonsense_mediated_decay,nonsense_mediated_decay,0.441426810583747
ENST00000437944.3,ENSG00000144306.11,nonsense_mediated_decay,nonsense_mediated_decay,0.828775726440305
ENST00000480836.3,ENSG00000143851.13,nonsense_mediated_decay,nonsense_mediated_decay,0.813246328891028
ENST00000557056.3,ENSG00000129467.11,nonsense_mediated_decay,nonsense_mediated_decay,0.981867001730416
ENST00000492859.3,ENSG00000012048.17,nonsense_mediated_decay,nonsense_mediated_decay,0.538933995440675
ENST00000550383.1,ENSG00000257950.3,nonsense_mediated_decay,nonsense_mediated_decay,0.908194954536802
ENST00000479633.2,ENSG00000269891.2,nonsense_mediated_decay,nonsense_mediated_decay,0.969982994197355
ENST00000474119.3,ENSG00000165568.15,nonsense_mediated_decay,nonsense_mediated_decay,0.973679460595835
ENST00000601975.3,ENSG00000167759.10,nonsense_mediated_decay,nonsense_mediated_decay,0.854439927502964
ENST00000417982.4,ENSG00000141179.11,nonsense_mediated_decay,nonsense_mediated_decay,0.896045103690246
ENST00000518626.3,ENSG00000138942.13,nonsense_mediated_decay,nonsense_mediated_decay,0.919190909692903
ENST00000463087.3,ENSG00000154040.18,nonsense_mediated_decay,nonsense_mediated_decay,0.837870195258634
ENST00000439290.3,ENSG00000148343.16,nonsense_mediated_decay,nonsense_mediated_decay,0.96661530755273
ENST00000380148.4,ENSG00000205456.9,nonsense_mediated_decay,nonsense_mediated_decay,0.964382770006354
ENST00000480174.3,ENSG00000137941.14,nonsense_mediated_decay,nonsense_mediated_decay,0.9727546601013
ENST00000414996.1,ENSG00000163719.16,nonsense_mediated_decay,nonsense_mediated_decay,0.956068059997456
ENST00000464228.3,ENSG00000119185.10,nonsense_mediated_decay,nonsense_mediated_decay,0.765872790996269
ENST00000535543.3,ENSG00000172824.12,nonsense_mediated_decay,nonsense_mediated_decay,0.706823993883752
ENST00000622755.2,ENSG00000196873.13,nonsense_mediated_decay,nonsense_mediated_decay,0.564503694512318
ENST00000524930.1,ENSG00000164483.14,nonsense_mediated_decay,nonsense_mediated_decay,0.257812446814079
ENST00000548676.3,ENSG00000110888.15,nonsense_mediated_decay,nonsense_mediated_decay,0.612529279511399
ENST00000590354.3,ENSG00000065268.8,nonsense_mediated_decay,nonsense_mediated_decay,0.361594220936539
ENST00000479748.3,ENSG00000066651.15,nonsense_mediated_decay,nonsense_mediated_decay,0.981167360994077
ENST00000490581.4,ENSG00000187243.14,nonsense_mediated_decay,nonsense_mediated_decay,0.560462087107469
ENST00000518280.3,ENSG00000186335.6,nonsense_mediated_decay,nonsense_mediated_decay,0.841074101557425
ENST00000462592.3,ENSG00000099219.11,nonsense_mediated_decay,nonsense_mediated_decay,0.725799610951633
ENST00000520486.3,ENSG00000147419.14,nonsense_mediated_decay,nonsense_mediated_decay,0.261401599586527
ENST00000524849.3,ENSG00000173653.5,nonsense_mediated_decay,nonsense_mediated_decay,0.704269502205513
ENST00000562879.3,ENSG00000167526.11,nonsense_mediated_decay,nonsense_mediated_decay,0.978657666775084
ENST00000603767.1,ENSG00000257207.5,nonsense_mediated_decay,nonsense_mediated_decay,0.979850890384622
ENST00000615288.2,ENSG00000278023.2,nonsense_mediated_decay,nonsense_mediated_decay,0.929718195046432
ENST00000448926.3,ENSG00000105983.17,nonsense_mediated_decay,nonsense_mediated_decay,0.208242997833717
ENST00000419433.1,ENSG00000163482.9,nonsense_mediated_decay,nonsense_mediated_decay,0.412688707311234
ENST00000502371.2,ENSG00000134982.14,nonsense_mediated_decay,nonsense_mediated_decay,0.150832013763146
ENST00000403890.5,ENSG00000120253.11,nonsense_mediated_decay,nonsense_mediated_decay,0.983013117398771
ENST00000508045.3,ENSG00000108848.13,nonsense_mediated_decay,nonsense_mediated_decay,0.912035979101066
ENST00000546604.3,ENSG00000205323.6,nonsense_mediated_decay,nonsense_mediated_decay,0.914065478088063
ENST00000567724.3,ENSG00000261509.4,nonsense_mediated_decay,nonsense_mediated_decay,0.974159249364344
