id,gene_id,transcript_type,Class,prob
ENST00000542977.3,ENSG00000137497.15,protein_coding,not_nmd,0.209843783492293
ENST00000216392.7,ENSG00000100504.14,protein_coding,not_nmd,0.52844603747767
ENST00000370899.5,ENSG00000259030.4,protein_coding,not_nmd,0.0567553525256962
ENST00000376423.6,ENSG00000068400.11,protein_coding,not_nmd,0.0479296126938135
ENST00000562556.3,ENSG00000050820.14,nonsense_mediated_decay,nonsense_mediated_decay,0.664235337090327
ENST00000233616.6,ENSG00000115275.9,protein_coding,not_nmd,0.0339288555075212
ENST00000534167.3,ENSG00000179698.11,nonsense_mediated_decay,nonsense_mediated_decay,0.950786459551543
ENST00000526794.1,ENSG00000178105.7,protein_coding,not_nmd,0.0152852335481443
ENST00000264938.5,ENSG00000066230.8,protein_coding,not_nmd,0.100420300581973
ENST00000312033.3,ENSG00000106948.14,protein_coding,not_nmd,0.233277066388902
ENST00000394997.3,ENSG00000100644.14,protein_coding,not_nmd,0.177887372943818
ENST00000395758.3,ENSG00000151746.11,nonsense_mediated_decay,nonsense_mediated_decay,0.947916800664114
ENST00000487273.4,ENSG00000168615.9,protein_coding,not_nmd,0.0454706251964421
ENST00000620517.2,ENSG00000163214.18,nonsense_mediated_decay,nonsense_mediated_decay,0.847981984971602
ENST00000513761.3,ENSG00000109572.11,protein_coding,not_nmd,0.15692190547124
ENST00000295952.5,ENSG00000163681.12,protein_coding,not_nmd,0.0453279259598285
ENST00000517878.3,ENSG00000022567.7,protein_coding,not_nmd,0.0533298170255387
ENST00000343805.8,ENSG00000079263.16,protein_coding,not_nmd,0.045833026895471
ENST00000526707.3,ENSG00000184014.5,nonsense_mediated_decay,nonsense_mediated_decay,0.928182936353272
ENST00000322914.5,ENSG00000141524.13,protein_coding,not_nmd,0.215541524554061
ENST00000553709.3,ENSG00000165801.7,nonsense_mediated_decay,nonsense_mediated_decay,0.764750044856143
ENST00000336665.7,ENSG00000157985.15,protein_coding,not_nmd,0.359109681794178
ENST00000299767.7,ENSG00000166598.10,protein_coding,not_nmd,0.15708211618212
ENST00000577390.3,ENSG00000150394.11,protein_coding,not_nmd,0.464257325330391
ENST00000548676.3,ENSG00000110888.15,nonsense_mediated_decay,nonsense_mediated_decay,0.626666699063745
ENST00000434228.3,ENSG00000198000.9,nonsense_mediated_decay,nonsense_mediated_decay,0.847908360729849
ENST00000454014.4,ENSG00000110888.15,nonsense_mediated_decay,nonsense_mediated_decay,0.735974219048888
ENST00000512465.3,ENSG00000125386.12,nonsense_mediated_decay,nonsense_mediated_decay,0.983585633525307
ENST00000367135.5,ENSG00000174502.16,protein_coding,not_nmd,0.0961816319984205
ENST00000525498.3,ENSG00000021762.17,protein_coding,not_nmd,0.0563338589774259
ENST00000340535.9,ENSG00000154305.14,protein_coding,not_nmd,0.135795707000425
ENST00000473767.3,ENSG00000185008.15,nonsense_mediated_decay,nonsense_mediated_decay,0.656177832928495
ENST00000515010.3,ENSG00000082074.13,protein_coding,not_nmd,0.0645790466770538
ENST00000523609.3,ENSG00000123908.9,nonsense_mediated_decay,nonsense_mediated_decay,0.171734012062451
ENST00000248594.8,ENSG00000127947.13,protein_coding,not_nmd,0.143104904238333
ENST00000494448.3,ENSG00000149499.9,nonsense_mediated_decay,nonsense_mediated_decay,0.743501820992277
ENST00000617204.2,ENSG00000135525.16,protein_coding,not_nmd,0.0924515591262721
ENST00000260947.6,ENSG00000138376.8,protein_coding,not_nmd,0.0639048272232817
ENST00000394464.4,ENSG00000113580.12,protein_coding,not_nmd,0.0864340466533849
ENST00000553352.1,ENSG00000150527.14,protein_coding,not_nmd,0.683923959741436
ENST00000292841.7,ENSG00000196967.8,protein_coding,not_nmd,0.0139680299339643
ENST00000399510.4,ENSG00000132535.16,protein_coding,not_nmd,0.48992712034636
ENST00000436347.3,ENSG00000115368.7,nonsense_mediated_decay,nonsense_mediated_decay,0.681413102218855
ENST00000307712.8,ENSG00000100934.12,protein_coding,not_nmd,0.408031820224807
ENST00000398185.4,ENSG00000140479.14,protein_coding,not_nmd,0.0522820314346342
ENST00000528960.3,ENSG00000082175.12,nonsense_mediated_decay,nonsense_mediated_decay,0.908376371966932
ENST00000615877.2,ENSG00000167984.14,nonsense_mediated_decay,nonsense_mediated_decay,0.968067760432316
ENST00000392396.5,ENSG00000072274.10,protein_coding,not_nmd,0.141059766440432
ENST00000505901.1,ENSG00000168152.10,nonsense_mediated_decay,nonsense_mediated_decay,0.407759844681134
ENST00000422590.4,ENSG00000162946.18,nonsense_mediated_decay,nonsense_mediated_decay,0.22489541962048
ENST00000435494.2,ENSG00000128578.7,protein_coding,not_nmd,0.137153799123422
ENST00000595018.3,ENSG00000105323.14,protein_coding,not_nmd,0.186943272537234
ENST00000308249.3,ENSG00000175175.5,protein_coding,not_nmd,0.0238295344325748
ENST00000409076.4,ENSG00000071189.19,nonsense_mediated_decay,nonsense_mediated_decay,0.85064092701923
ENST00000605543.3,ENSG00000120008.13,nonsense_mediated_decay,nonsense_mediated_decay,0.676011579295591
ENST00000518882.2,ENSG00000253873.3,protein_coding,not_nmd,0.0675844941015588
ENST00000426613.2,ENSG00000013619.11,protein_coding,not_nmd,0.415113137200864
ENST00000476581.4,ENSG00000154767.12,nonsense_mediated_decay,nonsense_mediated_decay,0.740546476567187
ENST00000378204.4,ENSG00000182197.8,protein_coding,not_nmd,0.318674565195843
ENST00000551994.3,ENSG00000028203.15,nonsense_mediated_decay,nonsense_mediated_decay,0.17481851091518
ENST00000568328.3,ENSG00000175267.12,protein_coding,not_nmd,0.124895575276523
ENST00000509490.3,ENSG00000134853.9,nonsense_mediated_decay,nonsense_mediated_decay,0.95108021016282
ENST00000357480.7,ENSG00000082641.13,protein_coding,not_nmd,0.103150797507743
ENST00000371714.3,ENSG00000117859.16,protein_coding,not_nmd,0.225615050168661
ENST00000474710.3,ENSG00000181722.13,protein_coding,not_nmd,0.135421713427178
ENST00000496664.3,ENSG00000197381.13,nonsense_mediated_decay,nonsense_mediated_decay,0.760260177925838
ENST00000375972.5,ENSG00000136758.16,protein_coding,not_nmd,0.180778284349367
ENST00000409714.5,ENSG00000138398.13,protein_coding,not_nmd,0.395758875336235
ENST00000409825.3,ENSG00000068724.13,nonsense_mediated_decay,nonsense_mediated_decay,0.174114721978619
ENST00000554764.3,ENSG00000166888.8,nonsense_mediated_decay,nonsense_mediated_decay,0.557880842329183
ENST00000520982.3,ENSG00000168487.15,nonsense_mediated_decay,nonsense_mediated_decay,0.787506189406546
ENST00000416913.3,ENSG00000162869.13,nonsense_mediated_decay,nonsense_mediated_decay,0.349351514412714
ENST00000599369.3,ENSG00000099326.6,protein_coding,not_nmd,0.271220044055458
ENST00000514886.1,ENSG00000164169.10,nonsense_mediated_decay,nonsense_mediated_decay,0.560095102439944
ENST00000366991.4,ENSG00000143476.15,protein_coding,not_nmd,0.18289521695633
ENST00000339746.6,ENSG00000135299.14,protein_coding,not_nmd,0.364116625908203
ENST00000318430.7,ENSG00000167895.12,protein_coding,not_nmd,0.162434921480466
ENST00000329428.8,ENSG00000188611.12,protein_coding,not_nmd,0.0885490282955288
ENST00000393915.6,ENSG00000072571.17,protein_coding,not_nmd,0.0767712993668956
ENST00000418501.3,ENSG00000166348.15,nonsense_mediated_decay,nonsense_mediated_decay,0.629339818317114
ENST00000502371.2,ENSG00000134982.14,nonsense_mediated_decay,nonsense_mediated_decay,0.131593277512428
ENST00000303657.7,ENSG00000087903.10,protein_coding,not_nmd,0.110869654643475
ENST00000422659.3,ENSG00000184313.17,nonsense_mediated_decay,nonsense_mediated_decay,0.8592555388469
ENST00000371835.6,ENSG00000141867.15,protein_coding,not_nmd,0.117680989428094
ENST00000482278.3,ENSG00000130640.11,nonsense_mediated_decay,nonsense_mediated_decay,0.970995061632086
ENST00000578674.3,ENSG00000185158.10,nonsense_mediated_decay,nonsense_mediated_decay,0.958917844131006
ENST00000611180.2,ENSG00000082805.17,protein_coding,not_nmd,0.921251959785254
ENST00000307602.6,ENSG00000168172.6,protein_coding,not_nmd,0.0174056492002915
ENST00000330619.10,ENSG00000197016.9,protein_coding,not_nmd,0.0881796573017923
ENST00000393423.5,ENSG00000205517.10,protein_coding,not_nmd,0.0694657098222691
ENST00000297029.7,ENSG00000006747.12,protein_coding,not_nmd,0.0224616533749588
ENST00000270112.4,ENSG00000142149.6,protein_coding,not_nmd,0.148196282375602
ENST00000558570.3,ENSG00000136381.10,nonsense_mediated_decay,nonsense_mediated_decay,0.91195957142234
ENST00000409051.4,ENSG00000132305.18,protein_coding,not_nmd,0.0741461972539286
ENST00000522566.3,ENSG00000164930.9,protein_coding,not_nmd,0.101683830013769
ENST00000402320.3,ENSG00000133424.18,protein_coding,not_nmd,0.35167830475934
ENST00000344838.6,ENSG00000163576.15,protein_coding,not_nmd,0.100610179490101
ENST00000381545.5,ENSG00000111700.10,protein_coding,not_nmd,0.324027583021088
ENST00000423479.5,ENSG00000124092.10,protein_coding,not_nmd,0.0537073417937937
ENST00000369846.6,ENSG00000135338.11,protein_coding,not_nmd,0.095227771313099
ENST00000590088.3,ENSG00000167384.8,nonsense_mediated_decay,nonsense_mediated_decay,0.118682875805713
ENST00000443369.4,ENSG00000196083.7,protein_coding,not_nmd,0.0505495416241915
ENST00000448002.4,ENSG00000161040.14,nonsense_mediated_decay,nonsense_mediated_decay,0.859517124235099
ENST00000464622.3,ENSG00000146350.11,nonsense_mediated_decay,nonsense_mediated_decay,0.984751443550717
ENST00000539778.4,ENSG00000153815.14,protein_coding,not_nmd,0.0597999507440518
ENST00000389975.5,ENSG00000205221.10,protein_coding,not_nmd,0.356263892157661
ENST00000302313.7,ENSG00000114742.11,protein_coding,not_nmd,0.0319500000683488
ENST00000155840.7,ENSG00000053918.13,protein_coding,not_nmd,0.100752474613919
ENST00000423048.3,ENSG00000116127.15,nonsense_mediated_decay,nonsense_mediated_decay,0.456898306595526
ENST00000485960.4,ENSG00000121749.13,protein_coding,not_nmd,0.0582449780104058
ENST00000413366.5,ENSG00000154229.9,protein_coding,not_nmd,0.0148833360711598
ENST00000613098.2,ENSG00000109819.6,protein_coding,not_nmd,0.418063916730074
ENST00000395002.4,ENSG00000138640.12,protein_coding,not_nmd,0.219286385431877
ENST00000480174.3,ENSG00000137941.14,nonsense_mediated_decay,nonsense_mediated_decay,0.960788304962567
ENST00000396327.5,ENSG00000104972.12,protein_coding,not_nmd,0.135351268731597
ENST00000570790.3,ENSG00000198920.7,nonsense_mediated_decay,nonsense_mediated_decay,0.543609680557204
ENST00000417449.4,ENSG00000137760.12,protein_coding,not_nmd,0.118683427862197
ENST00000426532.4,ENSG00000012223.10,protein_coding,not_nmd,0.399177137445449
ENST00000424906.3,ENSG00000164053.15,nonsense_mediated_decay,nonsense_mediated_decay,0.32524618372899
ENST00000267845.5,ENSG00000140287.8,protein_coding,not_nmd,0.252510514043451
ENST00000478993.3,ENSG00000215301.7,nonsense_mediated_decay,nonsense_mediated_decay,0.938810274738568
ENST00000485775.3,ENSG00000143093.12,nonsense_mediated_decay,nonsense_mediated_decay,0.830479616471595
ENST00000368173.5,ENSG00000183853.15,protein_coding,not_nmd,0.097146524690623
ENST00000394965.4,ENSG00000023330.12,protein_coding,not_nmd,0.648023922821508
ENST00000474433.3,ENSG00000146776.12,nonsense_mediated_decay,nonsense_mediated_decay,0.698255052702696
ENST00000579585.3,ENSG00000198909.5,protein_coding,not_nmd,0.0473798748740272
ENST00000438053.3,ENSG00000073803.11,nonsense_mediated_decay,nonsense_mediated_decay,0.64620786359612
ENST00000518318.4,ENSG00000106536.17,protein_coding,not_nmd,0.0289875298553813
ENST00000296473.5,ENSG00000164077.11,protein_coding,not_nmd,0.208279309048523
ENST00000437879.4,ENSG00000163395.14,nonsense_mediated_decay,nonsense_mediated_decay,0.846771085394059
ENST00000539397.1,ENSG00000135828.9,protein_coding,not_nmd,0.0680206337895989
ENST00000564750.3,ENSG00000058600.13,nonsense_mediated_decay,nonsense_mediated_decay,0.204740341719212
ENST00000621870.2,ENSG00000125447.14,nonsense_mediated_decay,nonsense_mediated_decay,0.28449875154134
ENST00000454583.4,ENSG00000080345.15,nonsense_mediated_decay,nonsense_mediated_decay,0.95448625030447
ENST00000508983.3,ENSG00000173210.17,protein_coding,not_nmd,0.0746430166744149
ENST00000409902.3,ENSG00000197044.8,nonsense_mediated_decay,nonsense_mediated_decay,0.247178720250503
ENST00000603906.1,ENSG00000147144.10,nonsense_mediated_decay,nonsense_mediated_decay,0.554804027668031
ENST00000468472.1,ENSG00000243696.4,nonsense_mediated_decay,nonsense_mediated_decay,0.956721442231791
ENST00000306729.9,ENSG00000169696.13,protein_coding,not_nmd,0.100540896249348
ENST00000312087.8,ENSG00000109685.15,nonsense_mediated_decay,nonsense_mediated_decay,0.951243632817479
ENST00000227378.5,ENSG00000109971.11,protein_coding,not_nmd,0.0567237273899376
ENST00000567975.1,ENSG00000103404.12,protein_coding,not_nmd,0.0305025079175886
ENST00000452162.3,ENSG00000144283.19,nonsense_mediated_decay,nonsense_mediated_decay,0.431380799443572
ENST00000558659.3,ENSG00000140481.11,protein_coding,not_nmd,0.17606467404507
ENST00000229387.5,ENSG00000111783.10,protein_coding,not_nmd,0.0774593524120372
ENST00000376550.5,ENSG00000015532.7,nonsense_mediated_decay,nonsense_mediated_decay,0.843160842508284
ENST00000324366.10,ENSG00000100462.13,protein_coding,not_nmd,0.238154340942752
ENST00000389441.6,ENSG00000151952.12,protein_coding,not_nmd,0.0576907880093726
ENST00000393337.5,ENSG00000197857.11,nonsense_mediated_decay,nonsense_mediated_decay,0.945133741218896
ENST00000416984.4,ENSG00000104299.12,protein_coding,not_nmd,0.463683845374783
ENST00000569985.3,ENSG00000168907.11,nonsense_mediated_decay,nonsense_mediated_decay,0.76078580368289
ENST00000396184.5,ENSG00000154678.14,protein_coding,not_nmd,0.0211971604927462
ENST00000203166.7,ENSG00000249115.6,protein_coding,not_nmd,0.0261711734506975
ENST00000358713.5,ENSG00000167491.15,protein_coding,not_nmd,0.0289928551955628
